asin,title,label,subcategory,price,image_url,fallback_url,src_url,source_dataset
B01E9MTF3W,DECKY City Name Old English Embroidered Flat Bill Snapback Cap,Apparel,,,https://m.media-amazon.com/images/I/41NX5lYUEHL._AC_.jpg,https://m.media-amazon.com/images/I/41CGRnh1KWL._AC_.jpg,https://www.amazon.com/dp/B01E9MTF3W,McAuley-Lab/Amazon-Reviews-2023
B08DKGYVF3,"Hubunucc Men's Hiking Waterproof Pants,Quick Dry Cargo Pants Lightweight Stretch Outdoor Pants for Fishing Running,6091,Khaki,34",Apparel,,,https://m.media-amazon.com/images/I/41w130gasDL._AC_.jpg,https://m.media-amazon.com/images/I/51L9f3gh6SL._AC_.jpg,https://www.amazon.com/dp/B08DKGYVF3,McAuley-Lab/Amazon-Reviews-2023
B07YD1JXNK,YUEDGE Men's 3 Pairs Cushion Crew Athletic Socks Multi Performance Outdoor Sports Hiking Trekking Socks,Apparel,,,https://m.media-amazon.com/images/I/51LiQMw-svL._AC_.jpg,https://m.media-amazon.com/images/I/51vyu1zVirL._AC_.jpg,https://www.amazon.com/dp/B07YD1JXNK,McAuley-Lab/Amazon-Reviews-2023
B076CPXHZD,Ivy & Clover Riverdale Inspired Betty Jughead Charm Bracelet,Apparel,,,https://m.media-amazon.com/images/I/41WJ75QzHrL._AC_.jpg,https://m.media-amazon.com/images/I/51WZXttyG5L._AC_.jpg,https://www.amazon.com/dp/B076CPXHZD,McAuley-Lab/Amazon-Reviews-2023
B01LZM8U8K,"Laimeng, Women New Design Hoody Long Sleeve Pullover Jumper Sweatshirt Blouse (XL, Gray)",Apparel,,,https://m.media-amazon.com/images/I/41XC94gmsTL._AC_.jpg,https://m.media-amazon.com/images/I/41Al9nB+fXL._AC_.jpg,https://www.amazon.com/dp/B01LZM8U8K,McAuley-Lab/Amazon-Reviews-2023
B01J0OJ0Z2,Hatop 1Set Toddler Baby Girl Long Sleeve Print T-shirt Tops+Pants Outfits Clothes (6T),Apparel,,,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif,,https://www.amazon.com/dp/B01J0OJ0Z2,McAuley-Lab/Amazon-Reviews-2023
B07XX2TDNP,Lotus Fun S925 Sterling Silver Minimalist Modern Rings Geometry Irregular Line Double Layer Open Rings Popular Handmade Jewelry for Women and Girls,Apparel,,,https://m.media-amazon.com/images/I/41umCZp+2mL._AC_.jpg,https://m.media-amazon.com/images/I/419HDb8teVL._AC_.jpg,https://www.amazon.com/dp/B07XX2TDNP,McAuley-Lab/Amazon-Reviews-2023
B0882SX6NY,"Japanese Kimono Cardigan Chinese Phoenix Yakuza Kimono Jacket Costume Men's Shirts Streetwear Hip Hop Outerwear (Black Koi, XL)",Apparel,,,https://m.media-amazon.com/images/I/51Ap1RqUz1L._AC_.jpg,https://m.media-amazon.com/images/I/4156Xyagt4L._AC_.jpg,https://www.amazon.com/dp/B0882SX6NY,McAuley-Lab/Amazon-Reviews-2023
B07H1B8Y8L,Womens Blanket Scarf Shawl Wrap - FURTALK Winter Soft Large Scarves With Fringe Dress Cover Up Wedding Bridesmaid Gift,Apparel,,,https://m.media-amazon.com/images/I/51Vjkxai4FL._AC_.jpg,https://m.media-amazon.com/images/I/41ViFw89seL._AC_.jpg,https://www.amazon.com/dp/B07H1B8Y8L,McAuley-Lab/Amazon-Reviews-2023
B0721LH5TX,UGG Men's Neumel Hyperweave TL Boot Charcoal Size 9 D(M) US,Apparel,,,https://m.media-amazon.com/images/I/51rhhQV0NLL._AC_.jpg,https://m.media-amazon.com/images/I/411Fs23Ep5L._AC_.jpg,https://www.amazon.com/dp/B0721LH5TX,McAuley-Lab/Amazon-Reviews-2023
B094VBWRTV,ARRIGO BELLO Women Plus Size Swimsuits One Piece Bathing Suits Swimsuit Tankini Swimdress Swimwear Red,Apparel,,,https://m.media-amazon.com/images/I/31U+ACmEyPS._AC_.jpg,https://m.media-amazon.com/images/I/31xi0qbs9PS._AC_.jpg,https://www.amazon.com/dp/B094VBWRTV,McAuley-Lab/Amazon-Reviews-2023
B009Y2H8FU,"Babysoy Boys Color Block Short Sleeve Shortall Romper (Soy, 6-12 Months)",Apparel,,,https://m.media-amazon.com/images/I/41d3-BzX9pL._AC_.jpg,https://m.media-amazon.com/images/I/412Xkh19qlL._AC_.jpg,https://www.amazon.com/dp/B009Y2H8FU,McAuley-Lab/Amazon-Reviews-2023
B01DI9B50S,Oklahoma Sooners Pajama Lounge Sleep Pant (Medium),Apparel,,,https://m.media-amazon.com/images/I/41LBKeFsrRL._AC_.jpg,https://m.media-amazon.com/images/I/41BsKBcCFDL._AC_.jpg,https://www.amazon.com/dp/B01DI9B50S,McAuley-Lab/Amazon-Reviews-2023
B075BBX6V8,"Buckle Down Lanyard-1.0""-The Little Mermaid Ariel & Eric Scenes",Apparel,,7.95,https://m.media-amazon.com/images/I/41WpFfnsK4L._AC_.jpg,https://m.media-amazon.com/images/I/51wr5zXuh2L._AC_.jpg,https://www.amazon.com/dp/B075BBX6V8,McAuley-Lab/Amazon-Reviews-2023
B08RB29QZ3,DovFanny Toddler Unisex Baby Solid Knit Romper Jumpsuit Sleeveless with hat Green（12-18M,Apparel,,,https://m.media-amazon.com/images/I/41vkuvkaKTL._AC_.jpg,https://m.media-amazon.com/images/I/41xbX-V2CBL._AC_.jpg,https://www.amazon.com/dp/B08RB29QZ3,McAuley-Lab/Amazon-Reviews-2023
B00U8PBF9C,"niceeshop(TM) Navy Nautical Welcome Aboard Decorative Cloth Life Ring Buoy Room Decor, White and Red",Apparel,,,https://m.media-amazon.com/images/I/41KpDyWX86L._AC_.jpg,https://m.media-amazon.com/images/I/41ejfOCpC0L._AC_.jpg,https://www.amazon.com/dp/B00U8PBF9C,McAuley-Lab/Amazon-Reviews-2023
B07S8WJR53,Luxcastle Gold Bar Multilayer Necklace Women Dainty Coin Y Necklace Tiny Chain Jewelry for Girls,Apparel,,,https://m.media-amazon.com/images/I/41V3hML-mcL._AC_.jpg,https://m.media-amazon.com/images/I/31lIl-QixwL._AC_.jpg,https://www.amazon.com/dp/B07S8WJR53,McAuley-Lab/Amazon-Reviews-2023
B0824L35B4,"Mortree Compatible with iwatch Band 42mm 44mm,Stainless Steel Mesh Sport Wristband Loop Slim Bands with Adjustable Clasp Replacement Band for Iwatch Series 5,4,3,2,1 (Black, 42/44mm)",Apparel,,,https://m.media-amazon.com/images/I/41oAAREC1PL._AC_.jpg,https://m.media-amazon.com/images/I/51pD2QO9xHL._AC_.jpg,https://www.amazon.com/dp/B0824L35B4,McAuley-Lab/Amazon-Reviews-2023
B06X3QWWRK,True Rock Men's Bahamas Belted Walking Shorts-COPPER17-34,Apparel,,,https://m.media-amazon.com/images/I/41Dbc2G2qQL._AC_.jpg,https://m.media-amazon.com/images/I/41fueLfo-6L._AC_.jpg,https://www.amazon.com/dp/B06X3QWWRK,McAuley-Lab/Amazon-Reviews-2023
B08KD666KF,Cotton Beanie Hat for Men and Women with 4 Buttons to Hold Face Mask,Apparel,,,https://m.media-amazon.com/images/I/41l6WhmS9fL._AC_.jpg,https://m.media-amazon.com/images/I/51ynEr+FsuL._AC_.jpg,https://www.amazon.com/dp/B08KD666KF,McAuley-Lab/Amazon-Reviews-2023
